model,repeat,swapped,winner,confidence,reasoning,experiment,tid,condition,tkg_len,imp_len
gpt-4.1-mini,2,True,A,5,"Email 2 is more persuasive because it is personalized, demonstrates specific knowledge of the recipient's work, and clearly expresses interest in collaboration, making it more engaging and compelling.",entity,per-002,personalized,154,154
deepseek-chat,2,True,A,4,"Email 2 is more persuasive because it demonstrates personalized engagement with the recipient's specific research, showing genuine interest and effort, which builds credibility and a stronger case for",entity,per-002,personalized,154,154
claude-sonnet-4-6,2,True,A,5,"Email 2 is more persuasive because it demonstrates specific knowledge of the recipient's work (citing a particular paper, co-authors, and conference presentation), making it personalized and flatterin",entity,per-002,personalized,154,154
gpt-4.1-mini,3,False,A,4,"Email 1 is more persuasive because it is personalized, demonstrates familiarity with the recipient's work, and directly requests a meeting, making it more engaging and targeted than the general invita",entity,per-002,personalized,154,154
deepseek-chat,3,False,A,4,"Email 1 is more persuasive because it demonstrates specific knowledge of the recipient's work, including a paper, a presentation, and a collaboration, which shows genuine interest and personalization,",entity,per-002,personalized,154,154
claude-sonnet-4-6,3,False,A,4,"Email 1 is more persuasive because it demonstrates specific, personalized knowledge of the recipient's work (citing particular papers, co-authors, and a conference), which builds credibility and shows",entity,per-002,personalized,154,154
gpt-4.1-mini,1,False,A,4,"Email 1 is more persuasive because it demonstrates specific knowledge of the recipient's work, personalizes the message, and clearly expresses a mutual interest in collaboration, making it more engagi",entity,per-003,personalized,160,160
deepseek-chat,1,False,A,4,"Email 1 is more persuasive because it demonstrates genuine interest and personalization by referencing specific research and achievements of the recipient, which builds rapport and shows the sender ha",entity,per-003,personalized,160,160
claude-sonnet-4-6,1,False,A,3,"Email 1 is more persuasive because it demonstrates specific, personalized knowledge of the recipient's work, creating a stronger sense of genuine interest and relevance that makes the collaboration re",entity,per-003,personalized,160,160
gpt-4.1-mini,2,True,A,4,"Email 2 is more persuasive because it personalizes the message by referencing the recipient's specific work and achievements, demonstrating genuine interest and establishing credibility, which is more",entity,per-003,personalized,160,160
deepseek-chat,2,True,A,4,"Email 2 is more persuasive because it is personalized, references the recipient's specific work and achievements, and proposes a concrete collaborative opportunity, which is more likely to engage the ",entity,per-003,personalized,160,160
claude-sonnet-4-6,2,True,A,4,"Email 2 is more persuasive because it demonstrates specific, personalized knowledge of the recipient's work, publications, and achievements, which builds credibility and rapport, whereas Email 1 is a ",entity,per-003,personalized,160,160
gpt-4.1-mini,3,False,A,4,"Email 1 is more persuasive because it is personalized, demonstrates familiarity with the recipient's work, and directly proposes a collaborative opportunity, which is likely to engage the recipient mo",entity,per-003,personalized,160,160
deepseek-chat,3,False,A,4,"Email 1 is more persuasive because it demonstrates genuine engagement with the recipient's specific work and achievements, creating a personalized and respectful tone that fosters collaboration, where",entity,per-003,personalized,160,160
claude-sonnet-4-6,3,False,A,3,"Email 1 is more persuasive because it demonstrates specific, personalized knowledge of the recipient's work, creating a stronger sense of genuine interest and relevance that motivates engagement, wher",entity,per-003,personalized,160,160
gpt-4.1-mini,1,False,A,4,"Email 1 is more persuasive because it is personalized, demonstrates familiarity with the recipient's work, and proposes a clear, mutually beneficial collaboration, whereas Email 2 is a general invitat",entity,per-004,personalized,170,170
deepseek-chat,1,False,A,4,"Email 1 is more persuasive because it demonstrates specific knowledge of the recipient's work and directly connects it to the sender's own project, creating a personalized and mutually beneficial coll",entity,per-004,personalized,170,170
claude-sonnet-4-6,1,False,A,4,"Email 1 is more persuasive because it demonstrates specific, personalized knowledge of the recipient's work (citing a co-authored paper, a named symposium, and her institutional role), which builds cr",entity,per-004,personalized,170,170
gpt-4.1-mini,2,True,A,4,"Email 2 is more persuasive because it personalizes the message by referencing the recipient's specific work and achievements, proposes a clear mutual benefit through collaboration, and directly reques",entity,per-004,personalized,170,170
deepseek-chat,2,True,A,4,"Email 2 is more persuasive because it personalizes the request by referencing the recipient's specific work and achievements, demonstrating genuine interest and creating a stronger connection, whereas",entity,per-004,personalized,170,170
claude-sonnet-4-6,2,True,A,5,"Email 2 is far more persuasive because it demonstrates specific, personalized knowledge of the recipient's work (citing a particular paper, co-author, keynote, and institutional role), which builds cr",entity,per-004,personalized,170,170
gpt-4.1-mini,3,False,A,4,"Email 1 is more persuasive because it is personalized, demonstrates familiarity with the recipient's work, and proposes a specific collaborative opportunity, making it more engaging and relevant to th",entity,per-004,personalized,170,170
deepseek-chat,3,False,A,4,"Email 1 is more persuasive because it demonstrates specific knowledge of the recipient's work and directly connects it to the sender's own project, creating a personalized and compelling case for coll",entity,per-004,personalized,170,170
claude-sonnet-4-6,3,False,A,4,"Email 1 is more persuasive because it demonstrates specific, personalized knowledge of the recipient's work (citing a co-authored paper, a named symposium, and her institutional role), which builds cr",entity,per-004,personalized,170,170
gpt-4.1-mini,1,False,A,4,"Email 1 is more persuasive because it is personalized, demonstrates familiarity with the recipient's work, and clearly expresses a specific collaborative intent, whereas Email 2 is a general call for ",entity,per-005,personalized,148,148
deepseek-chat,1,False,A,5,"Email 1 is personalized, references specific work and achievements of the recipient, and directly invites collaboration, making it more persuasive than the generic call for papers in Email 2.",entity,per-005,personalized,148,148
claude-sonnet-4-6,1,False,A,4,"Email 1 is more persuasive because it uses personalized details (specific paper, collaboration, and conference references) to establish genuine rapport and a clear, targeted ask, whereas Email 2 is a ",entity,per-005,personalized,148,148
gpt-4.1-mini,2,True,A,4,"Email 2 is more persuasive because it is personalized, demonstrates familiarity with the recipient's work, and clearly expresses a desire for collaboration, which is more likely to engage the recipien",entity,per-005,personalized,148,148
deepseek-chat,2,True,A,4,"Email 2 is more persuasive because it is personalized, references the recipient's specific work and achievements, and proposes a direct collaborative opportunity, which creates a stronger sense of rel",entity,per-005,personalized,148,148
