model,repeat,swapped,winner,confidence,reasoning,experiment,tid,level_a,level_b,len_a,len_b,matched_len
deepseek-chat,2,True,A,4,"Email 2 is more persuasive because it demonstrates deeper engagement by referencing a specific grant from the French National Research Agency, which shows the sender has done their homework and is gen",length,per-029,3,5,154,157,154
claude-sonnet-4-6,2,True,A,3,"Email 2 is slightly more persuasive because it demonstrates deeper research into the recipient by referencing specific details like the French National Research Agency grant and Paris Digital Academy,",length,per-029,3,5,154,157,154
gpt-4.1-mini,3,False,B,4,"Email 2 is more persuasive because it demonstrates a deeper understanding of Dr. Petit's specific research areas and suggests concrete collaboration ideas, making the request more tailored and compell",length,per-029,3,5,154,157,154
deepseek-chat,3,False,B,4,"Email 2 is more persuasive because it demonstrates deeper engagement with the recipient's specific work (edge computing, federated learning) and explicitly connects those details to the sender's own r",length,per-029,3,5,154,157,154
claude-sonnet-4-6,3,False,B,3,Email 2 is slightly more persuasive because it demonstrates deeper familiarity with Dr. Petit's specific research (distributed ML systems for edge computing) and proposes a concrete direction for coll,length,per-029,3,5,154,157,154
gpt-4.1-mini,1,False,B,4,"Email 2 is more persuasive because it references a recent keynote presentation, demonstrates a deeper understanding of the recipient's broader work including leadership in robustness, and proposes a s",length,per-029,1,5,143,157,143
deepseek-chat,1,False,B,4,"Email 2 is more persuasive because it demonstrates a deeper, more personal engagement by referencing the recipient's keynote presentation and specific themes like federated learning, which shows genui",length,per-029,1,5,143,157,143
claude-sonnet-4-6,1,False,B,4,"Email 2 is more persuasive because it demonstrates a more personal and specific connection to Dr. Petit's work by referencing attendance at a named conference and keynote, adds credibility by mentioni",length,per-029,1,5,143,157,143
gpt-4.1-mini,2,True,A,4,"Email 2 is more persuasive because it references a specific paper co-authored by the recipient, demonstrates clear knowledge of their work, explicitly states the sender's relevant research focus, and ",length,per-029,1,5,143,157,143
deepseek-chat,2,True,A,4,"Email 2 is more persuasive because it demonstrates specific knowledge of the recipient's work (citing a co-authored paper) and clearly connects the sender's own research to the recipient's, making the",length,per-029,1,5,143,157,143
claude-sonnet-4-6,2,True,A,3,"Email 2 references a specific paper with a co-author's name, demonstrating more concrete familiarity with the recipient's work and clearly articulating the sender's own research focus, making the coll",length,per-029,1,5,143,157,143
gpt-4.1-mini,3,False,B,4,"Email 2 is more persuasive because it references a recent personal interaction (the keynote presentation), demonstrates deeper knowledge of the recipient's broader research themes, and suggests a spec",length,per-029,1,5,143,157,143
deepseek-chat,3,False,B,4,"Email 2 is more persuasive because it demonstrates a deeper engagement with the recipient's work by referencing a specific conference and keynote, and it proposes a concrete integration of federated l",length,per-029,1,5,143,157,143
claude-sonnet-4-6,3,False,B,4,"Email 2 is more persuasive because it demonstrates a more personal and specific connection to Dr. Petit's work by referencing attendance at a named conference and keynote, adds credibility by mentioni",length,per-029,1,5,143,157,143
gpt-4.1-mini,1,False,B,4,"Email 2 demonstrates specific knowledge of Dr. Jung's work and achievements, making the inquiry more personalized and showing genuine interest, which is more persuasive than the general approach in Em",length,per-030,1,3,117,160,117
deepseek-chat,1,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of the professor's work and recent achievements, showing genuine interest and preparation, which makes the recipient more likely t",length,per-030,1,3,117,160,117
claude-sonnet-4-6,1,False,B,5,"Email 2 demonstrates specific knowledge of Dr. Jung's actual research paper and upcoming workshop, showing genuine engagement with her work rather than the generic flattery and vague interest expresse",length,per-030,1,3,117,160,117
gpt-4.1-mini,2,True,A,4,"Email 2 is more persuasive because it clearly states the sender's interest, references the recipient's influence, and directly requests a meeting to discuss involvement, making it a more actionable an",length,per-030,1,3,117,160,117
deepseek-chat,2,True,B,4,"Email 1 demonstrates specific knowledge of the recipient's work and recent achievements, which builds credibility and shows genuine interest, making it more persuasive than the generic request in Emai",length,per-030,1,3,117,160,117
claude-sonnet-4-6,2,True,B,3,"Email 1 demonstrates more specific knowledge of Dr. Jung's work by referencing a particular paper and upcoming workshop, which signals genuine engagement and makes the collaboration pitch more credibl",length,per-030,1,3,117,160,117
gpt-4.1-mini,3,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of Dr. Jung's work, congratulates a recent achievement, and clearly expresses a desire for collaboration, making it more personali",length,per-030,1,3,117,160,117
deepseek-chat,3,False,B,4,"Email 2 demonstrates specific knowledge of the professor's work and recent achievements, making it more personalized and persuasive than the generic interest expressed in Email 1.",length,per-030,1,3,117,160,117
claude-sonnet-4-6,3,False,B,5,"Email 2 demonstrates specific knowledge of Dr. Jung's actual research paper and upcoming workshop, showing genuine engagement with her work rather than the generic flattery in Email 1, which makes it ",length,per-030,1,3,117,160,117
gpt-4.1-mini,1,False,B,4,"Email 2 is more persuasive because it demonstrates deeper knowledge of Dr. Jung's work, explicitly references relevant funding, clearly outlines shared research interests, and includes a professional ",length,per-030,3,5,160,148,148
deepseek-chat,1,False,B,4,Email 2 is more persuasive because it demonstrates deeper research by referencing specific funding support (Korean Ministry of Science and ICT) and explicitly aligns the recipient's expertise with the,length,per-030,3,5,160,148,148
claude-sonnet-4-6,1,False,B,3,Email 2 is slightly more persuasive because it demonstrates deeper familiarity with Dr. Jung's work by referencing the specific funding source (Korean Ministry of Science and ICT) and uses more precis,length,per-030,3,5,160,148,148
gpt-4.1-mini,2,True,B,4,"Email 1 is more persuasive because it specifically references the recipient's funding source and clearly articulates a focused research interest that aligns with the recipient's expertise, demonstrati",length,per-030,3,5,160,148,148
deepseek-chat,2,True,B,4,Email 1 is more persuasive because it demonstrates deeper engagement by specifically mentioning the recipient's funding source (Korean Ministry of Science and ICT) and explicitly linking their researc,length,per-030,3,5,160,148,148
claude-sonnet-4-6,2,True,A,2,"Email 2 is slightly more persuasive because it flows more naturally, offers a genuine compliment about the workshop presentation, and maintains a warmer, more conversational tone without overloading t",length,per-030,3,5,160,148,148
gpt-4.1-mini,3,False,B,4,"Email 2 is more persuasive because it demonstrates deeper knowledge of Dr. Jung's work, explicitly references external support, clearly outlines mutual research interests, and includes a professional ",length,per-030,3,5,160,148,148
deepseek-chat,3,False,B,4,"Email 2 is more persuasive because it demonstrates deeper research by referencing specific funding support (Korean Ministry of Science and ICT), explicitly aligns the recipient's expertise with the se",length,per-030,3,5,160,148,148
claude-sonnet-4-6,3,False,B,3,Email 2 is slightly more persuasive because it demonstrates deeper knowledge of Dr. Jung's work by referencing the specific funding source (Korean Ministry of Science and ICT) and articulates a cleare,length,per-030,3,5,160,148,148
gpt-4.1-mini,1,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of Dr. Jung's work, references recent achievements and events, and clearly aligns the sender's interests with the professor's rese",length,per-030,1,5,117,148,117
deepseek-chat,1,False,B,4,"Email 2 demonstrates specific knowledge of the professor's recent work and aligns its request with concrete details, making it more tailored and compelling than the generic interest expressed in Email",length,per-030,1,5,117,148,117
